time,epoch,batch,loss,cost
0min1sec,11,420,-1.486,15.628
0min1sec,11,430,-1.575,15.631
0min1sec,11,440,-1.590,15.632
0min1sec,11,450,-1.479,15.630
0min1sec,11,460,-1.539,15.631
0min1sec,11,470,-1.445,15.622
0min1sec,11,480,-1.261,15.619
0min1sec,11,490,-1.264,15.619
0min1sec,11,500,-1.254,15.620
0min1sec,11,510,-1.262,15.630
0min1sec,11,520,-1.293,15.636
0min1sec,11,530,-1.227,15.635
0min1sec,11,540,-1.152,15.636
0min1sec,11,550,-0.998,15.632
0min1sec,11,560,-0.895,15.629
0min1sec,11,570,-0.802,15.634
0min1sec,11,580,-0.903,15.640
0min1sec,11,590,-0.952,15.646
0min1sec,11,600,-0.927,15.644
0min1sec,11,610,-0.866,15.645
0min1sec,11,620,-0.933,15.651
0min14sec,12,0,10.346,15.466
0min1sec,12,10,-16.107,16.320
0min1sec,12,20,-10.763,16.124
0min1sec,12,30,-6.596,15.914
0min2sec,12,40,-3.198,15.854
0min1sec,12,50,-2.837,15.810
0min1sec,12,60,-2.962,15.860
0min1sec,12,70,-3.194,15.875
0min1sec,12,80,-2.572,15.823
0min1sec,12,90,-1.910,15.769
0min1sec,12,100,-2.313,15.794
0min1sec,12,110,-2.610,15.790
0min1sec,12,120,-1.444,15.750
0min1sec,12,130,-1.973,15.754
0min1sec,12,140,-1.891,15.746
0min1sec,12,150,-2.620,15.749
0min1sec,12,160,-2.902,15.747
0min1sec,12,170,-2.729,15.740
0min1sec,12,180,-3.804,15.755
0min1sec,12,190,-4.004,15.756
0min1sec,12,200,-4.274,15.756
0min1sec,12,210,-4.779,15.776
0min1sec,12,220,-4.858,15.778
0min1sec,12,230,-5.012,15.773
0min1sec,12,240,-4.638,15.759
0min1sec,12,250,-4.655,15.772
0min1sec,12,260,-4.485,15.766
0min1sec,12,270,-4.902,15.770
0min1sec,12,280,-4.765,15.768
0min1sec,12,290,-4.681,15.768
0min1sec,12,300,-4.639,15.764
0min1sec,12,310,-4.490,15.752
0min1sec,12,320,-4.436,15.749
0min1sec,12,330,-4.382,15.747
0min1sec,12,340,-4.245,15.744
0min1sec,12,350,-4.341,15.753
0min1sec,12,360,-4.194,15.750
0min1sec,12,370,-4.162,15.749
0min1sec,12,380,-4.066,15.752
0min1sec,12,390,-3.906,15.746
0min1sec,12,400,-3.832,15.738
0min1sec,12,410,-3.791,15.732
0min1sec,12,420,-3.567,15.715
0min1sec,12,430,-3.539,15.711
0min1sec,12,440,-3.448,15.704
0min1sec,12,450,-3.350,15.706
0min1sec,12,460,-3.261,15.696
0min1sec,12,470,-3.197,15.688
0min1sec,12,480,-3.153,15.691
0min1sec,12,490,-3.118,15.689
0min1sec,12,500,-3.146,15.692
0min1sec,12,510,-3.150,15.699
0min1sec,12,520,-3.054,15.693
0min1sec,12,530,-2.985,15.686
0min1sec,12,540,-2.902,15.683
0min1sec,12,550,-2.819,15.681
0min1sec,12,560,-2.822,15.686
0min1sec,12,570,-2.774,15.688
0min1sec,12,580,-2.716,15.682
0min1sec,12,590,-2.751,15.686
0min1sec,12,600,-2.731,15.681
0min1sec,12,610,-2.730,15.682
0min1sec,12,620,-2.697,15.679
0min13sec,13,0,10.890,14.361
0min1sec,13,10,-1.519,15.622
0min1sec,13,20,-0.593,15.484
0min1sec,13,30,-0.947,15.494
0min1sec,13,40,0.106,15.467
0min1sec,13,50,-0.784,15.545
0min1sec,13,60,-1.045,15.631
0min1sec,13,70,-0.477,15.598
0min1sec,13,80,-0.333,15.614
0min1sec,13,90,-0.071,15.593
0min1sec,13,100,0.063,15.587
0min1sec,13,110,-0.274,15.636
0min1sec,13,120,0.126,15.621
0min1sec,13,130,0.159,15.610
0min2sec,13,140,-0.010,15.623
0min1sec,13,150,-0.224,15.624
0min1sec,13,160,-0.399,15.655
0min1sec,13,170,-0.417,15.649
0min1sec,13,180,-0.621,15.654
0min1sec,13,190,-0.649,15.648
0min1sec,13,200,-0.694,15.657
0min1sec,13,210,-0.616,15.656
0min1sec,13,220,-0.983,15.678
0min1sec,13,230,-1.251,15.679
0min1sec,13,240,-1.124,15.668
0min1sec,13,250,-0.881,15.650
0min1sec,13,260,-0.763,15.646
0min1sec,13,270,-0.789,15.638
0min1sec,13,280,-0.799,15.645
0min1sec,13,290,-0.744,15.637
0min1sec,13,300,-0.615,15.619
0min1sec,13,310,-0.645,15.623
0min1sec,13,320,-0.612,15.618
0min1sec,13,330,-0.566,15.613
0min1sec,13,340,-0.509,15.611
0min1sec,13,350,-0.499,15.607
0min1sec,13,360,-0.437,15.607
0min1sec,13,370,-0.439,15.607
0min1sec,13,380,-0.311,15.595
0min1sec,13,390,-0.427,15.613
0min1sec,13,400,-0.472,15.611
0min1sec,13,410,-0.499,15.609
0min1sec,13,420,-0.430,15.605
0min1sec,13,430,-0.535,15.612
0min1sec,13,440,-0.657,15.618
0min1sec,13,450,-0.631,15.622
0min1sec,13,460,-0.734,15.627
0min1sec,13,470,-0.823,15.639
0min1sec,13,480,-0.756,15.645
0min1sec,13,490,-0.910,15.657
0min1sec,13,500,-1.075,15.660
0min1sec,13,510,-1.277,15.668
0min1sec,13,520,-1.340,15.670
0min1sec,13,530,-1.403,15.674
0min1sec,13,540,-1.420,15.677
0min1sec,13,550,-1.376,15.676
0min1sec,13,560,-1.402,15.678
0min1sec,13,570,-1.391,15.685
0min1sec,13,580,-1.450,15.684
0min1sec,13,590,-1.485,15.686
0min1sec,13,600,-1.522,15.685
0min1sec,13,610,-1.542,15.687
0min1sec,13,620,-1.563,15.685
0min14sec,14,0,-0.209,15.550
0min1sec,14,10,-6.889,15.813
0min1sec,14,20,-4.432,15.731
0min1sec,14,30,-2.263,15.531
0min1sec,14,40,-1.972,15.616
0min1sec,14,50,-2.368,15.601
0min1sec,14,60,-1.918,15.573
0min1sec,14,70,-1.811,15.605
0min1sec,14,80,-1.735,15.598
0min1sec,14,90,-1.692,15.598
0min1sec,14,100,-1.460,15.626
0min1sec,14,110,-1.501,15.635
0min1sec,14,120,-0.998,15.640
0min1sec,14,130,-1.383,15.676
0min1sec,14,140,-1.297,15.672
0min1sec,14,150,-1.355,15.663
0min1sec,14,160,-1.616,15.687
0min1sec,14,170,-1.939,15.705
0min1sec,14,180,-2.715,15.726
0min1sec,14,190,-2.948,15.744
0min1sec,14,200,-2.943,15.739
0min1sec,14,210,-2.939,15.743
0min1sec,14,220,-2.800,15.739
0min1sec,14,230,-2.968,15.744
0min1sec,14,240,-2.792,15.734
0min1sec,14,250,-3.102,15.760
0min1sec,14,260,-3.865,15.789
0min1sec,14,270,-5.836,15.835
0min1sec,14,280,-5.980,15.839
0min1sec,14,290,-5.738,15.831
0min1sec,14,300,-5.560,15.826
0min1sec,14,310,-5.403,15.819
0min1sec,14,320,-5.539,15.828
0min1sec,14,330,-5.571,15.831
0min1sec,14,340,-5.442,15.834
0min1sec,14,350,-5.487,15.840
0min1sec,14,360,-5.341,15.839
0min1sec,14,370,-5.355,15.841
0min1sec,14,380,-5.132,15.840
0min1sec,14,390,-4.990,15.837
0min1sec,14,400,-4.889,15.826
0min1sec,14,410,-5.026,15.833
0min1sec,14,420,-4.859,15.830
0min1sec,14,430,-4.941,15.832
0min1sec,14,440,-4.972,15.834
0min1sec,14,450,-4.799,15.834
0min1sec,14,460,-4.701,15.829
0min1sec,14,470,-4.664,15.826
0min1sec,14,480,-4.499,15.820
0min1sec,14,490,-4.427,15.815
0min1sec,14,500,-4.484,15.813
0min1sec,14,510,-4.419,15.812
0min1sec,14,520,-4.469,15.818
0min1sec,14,530,-4.500,15.823
0min1sec,14,540,-4.456,15.821
0min1sec,14,550,-4.389,15.820
0min1sec,14,560,-4.428,15.826
0min1sec,14,570,-4.267,15.820
0min1sec,14,580,-4.339,15.824
0min1sec,14,590,-4.277,15.819
0min1sec,14,600,-4.254,15.818
0min1sec,14,610,-4.214,15.815
0min1sec,14,620,-4.152,15.809
0min14sec,15,0,-0.302,15.395
0min1sec,15,10,-3.097,15.644
0min1sec,15,20,-1.973,15.732
0min1sec,15,30,-2.772,15.762
0min1sec,15,40,-1.113,15.704
0min1sec,15,50,-2.336,15.698
0min1sec,15,60,-2.279,15.719
0min1sec,15,70,-2.899,15.777
0min1sec,15,80,-3.372,15.799
0min1sec,15,90,-3.211,15.778
0min1sec,15,100,-2.650,15.713
0min1sec,15,110,-2.388,15.678
0min1sec,15,120,-1.879,15.654
0min1sec,15,130,-1.794,15.656
0min1sec,15,140,-1.873,15.686
0min1sec,15,150,-1.945,15.681
0min1sec,15,160,-2.000,15.677
0min1sec,15,170,-2.022,15.685
0min1sec,15,180,-2.215,15.685
0min1sec,15,190,-2.154,15.673
0min1sec,15,200,-2.148,15.666
0min1sec,15,210,-2.234,15.671
0min1sec,15,220,-2.302,15.669
0min1sec,15,230,-2.186,15.653
0min1sec,15,240,-2.155,15.653
0min1sec,15,250,-2.211,15.666
0min1sec,15,260,-2.083,15.657
0min1sec,15,270,-2.191,15.658
0min1sec,15,280,-2.127,15.654
0min1sec,15,290,-1.988,15.642
0min1sec,15,300,-1.989,15.648
0min1sec,15,310,-2.033,15.653
0min1sec,15,320,-2.101,15.656
0min1sec,15,330,-2.139,15.662
0min1sec,15,340,-2.051,15.656
0min1sec,15,350,-1.999,15.647
0min1sec,15,360,-1.790,15.625
0min1sec,15,370,-1.837,15.634
0min1sec,15,380,-1.678,15.623
0min1sec,15,390,-1.774,15.637
0min1sec,15,400,-1.773,15.629
0min1sec,15,410,-1.754,15.625
0min1sec,15,420,-1.676,15.620
0min1sec,15,430,-1.632,15.608
0min1sec,15,440,-1.732,15.617
0min1sec,15,450,-1.671,15.618
0min1sec,15,460,-1.614,15.609
0min1sec,15,470,-1.606,15.610
0min1sec,15,480,-1.519,15.607
0min1sec,15,490,-1.530,15.610
0min1sec,15,500,-1.565,15.615
0min1sec,15,510,-1.507,15.611
0min1sec,15,520,-1.501,15.614
0min1sec,15,530,-1.443,15.612
0min1sec,15,540,-1.435,15.616
0min1sec,15,550,-1.418,15.620
0min1sec,15,560,-1.439,15.626
0min1sec,15,570,-1.349,15.626
0min1sec,15,580,-1.463,15.631
0min1sec,15,590,-1.513,15.636
0min1sec,15,600,-1.531,15.636
0min1sec,15,610,-1.527,15.638
0min1sec,15,620,-1.530,15.637
0min14sec,16,0,24.964,13.739
0min1sec,16,10,-0.606,15.483
0min1sec,16,20,-2.655,15.726
0min1sec,16,30,-3.843,15.791
0min1sec,16,40,-2.535,15.752
0min1sec,16,50,-2.057,15.656
0min1sec,16,60,-2.211,15.700
0min1sec,16,70,-1.609,15.663
0min1sec,16,80,-1.328,15.640
0min1sec,16,90,-1.274,15.638
0min1sec,16,100,-1.515,15.679
0min1sec,16,110,-1.783,15.706
0min1sec,16,120,-1.367,15.704
0min1sec,16,130,-1.513,15.718
0min1sec,16,140,-1.262,15.715
0min1sec,16,150,-1.141,15.696
0min1sec,16,160,-1.498,15.718
0min1sec,16,170,-1.620,15.726
0min1sec,16,180,-1.838,15.729
0min1sec,16,190,-1.934,15.733
0min1sec,16,200,-2.095,15.746
0min1sec,16,210,-1.989,15.727
0min1sec,16,220,-1.922,15.724
0min1sec,16,230,-2.157,15.738
0min1sec,16,240,-2.036,15.730
0min1sec,16,250,-1.739,15.721
0min1sec,16,260,-1.707,15.721
0min1sec,16,270,-1.956,15.735
0min1sec,16,280,-1.753,15.724
0min1sec,16,290,-1.795,15.732
0min1sec,16,300,-1.741,15.733
0min1sec,16,310,-1.730,15.724
0min1sec,16,320,-1.776,15.722
0min1sec,16,330,-1.760,15.722
0min1sec,16,340,-1.739,15.723
0min1sec,16,350,-1.760,15.716
0min1sec,16,360,-1.723,15.714
0min1sec,16,370,-1.696,15.714
0min1sec,16,380,-1.579,15.705
0min1sec,16,390,-1.458,15.705
0min1sec,16,400,-1.537,15.710
0min1sec,16,410,-1.552,15.706
0min1sec,16,420,-1.589,15.710
0min1sec,16,430,-1.647,15.716
0min1sec,16,440,-1.698,15.722
0min1sec,16,450,-1.569,15.715
0min1sec,16,460,-1.520,15.706
0min1sec,16,470,-1.541,15.708
0min1sec,16,480,-1.460,15.708
0min1sec,16,490,-1.408,15.700
0min1sec,16,500,-1.388,15.699
0min1sec,16,510,-1.349,15.703
0min1sec,16,520,-1.341,15.708
0min1sec,16,530,-1.294,15.708
0min1sec,16,540,-1.470,15.718
0min1sec,16,550,-1.557,15.728
0min1sec,16,560,-1.651,15.731
0min1sec,16,570,-1.766,15.743
0min1sec,16,580,-2.026,15.748
0min1sec,16,590,-2.043,15.750
0min1sec,16,600,-2.032,15.748
0min1sec,16,610,-2.117,15.759
0min1sec,16,620,-2.137,15.760
0min14sec,17,0,11.511,15.175
0min1sec,17,10,0.028,15.496
0min1sec,17,20,-2.797,15.706
0min1sec,17,30,-3.557,15.770
0min1sec,17,40,-1.119,15.694
0min1sec,17,50,-0.984,15.648
0min1sec,17,60,-1.017,15.710
0min1sec,17,70,-0.859,15.709
0min1sec,17,80,-0.670,15.692
0min1sec,17,90,-0.501,15.712
0min1sec,17,100,-0.177,15.695
0min1sec,17,110,-0.525,15.727
0min1sec,17,120,0.084,15.728
0min1sec,17,130,0.008,15.741
0min1sec,17,140,0.453,15.720
0min1sec,17,150,-0.017,15.716
0min1sec,17,160,-0.140,15.716
0min1sec,17,170,-0.903,15.752
0min1sec,17,180,-1.521,15.765
0min1sec,17,190,-1.636,15.763
0min1sec,17,200,-1.695,15.767
0min1sec,17,210,-1.607,15.758
0min1sec,17,220,-1.508,15.753
0min1sec,17,230,-1.478,15.750
0min1sec,17,240,-1.304,15.735
0min1sec,17,250,-1.140,15.734
0min1sec,17,260,-1.224,15.747
0min1sec,17,270,-1.215,15.735
0min1sec,17,280,-1.198,15.735
0min1sec,17,290,-1.182,15.734
0min1sec,17,300,-1.229,15.746
0min1sec,17,310,-1.230,15.742
0min1sec,17,320,-1.203,15.736
0min1sec,17,330,-1.138,15.730
0min1sec,17,340,-1.066,15.730
0min1sec,17,350,-1.141,15.730
0min1sec,17,360,-1.026,15.734
0min1sec,17,370,-0.937,15.725
0min1sec,17,380,-0.780,15.726
0min1sec,17,390,-0.719,15.727
0min1sec,17,400,-0.981,15.739
0min1sec,17,410,-0.982,15.732
0min1sec,17,420,-1.000,15.735
0min1sec,17,430,-1.065,15.737
0min1sec,17,440,-1.130,15.735
0min1sec,17,450,-0.890,15.731
0min1sec,17,460,-0.979,15.733
0min1sec,17,470,-1.035,15.732
0min1sec,17,480,-0.934,15.732
0min1sec,17,490,-1.066,15.737
0min1sec,17,500,-1.127,15.735
0min1sec,17,510,-1.116,15.735
0min1sec,17,520,-1.148,15.735
0min1sec,17,530,-1.231,15.734
0min1sec,17,540,-1.212,15.731
0min1sec,17,550,-1.101,15.727
0min1sec,17,560,-1.001,15.717
0min1sec,17,570,-0.965,15.718
0min1sec,17,580,-1.086,15.721
0min1sec,17,590,-1.141,15.721
0min1sec,17,600,-1.211,15.720
0min1sec,17,610,-1.224,15.719
0min1sec,17,620,-1.321,15.721
0min14sec,18,0,14.052,15.157
0min1sec,18,10,-4.433,15.695
0min1sec,18,20,-6.819,15.755
0min1sec,18,30,-3.116,15.565
0min1sec,18,40,-2.009,15.632
0min1sec,18,50,-3.508,15.656
0min1sec,18,60,-2.961,15.676
0min1sec,18,70,-3.944,15.747
0min1sec,18,80,-3.759,15.738
0min1sec,18,90,-3.324,15.734
0min1sec,18,100,-3.113,15.723
0min1sec,18,110,-3.132,15.719
0min1sec,18,120,-2.254,15.704
0min1sec,18,130,-2.202,15.704
0min1sec,18,140,-2.307,15.706
0min1sec,18,150,-2.902,15.708
0min1sec,18,160,-2.890,15.699
0min1sec,18,170,-3.277,15.717
0min1sec,18,180,-3.982,15.722
0min1sec,18,190,-4.460,15.740
0min1sec,18,200,-5.358,15.767
0min1sec,18,210,-5.674,15.787
0min1sec,18,220,-5.772,15.792
0min1sec,18,230,-6.032,15.792
0min1sec,18,240,-6.154,15.799
0min1sec,18,250,-5.952,15.810
0min1sec,18,260,-6.024,15.819
0min1sec,18,270,-6.063,15.813
0min1sec,18,280,-5.763,15.810
0min1sec,18,290,-5.905,15.818
0min1sec,18,300,-5.914,15.821
0min1sec,18,310,-6.433,15.833
0min1sec,18,320,-6.589,15.832
0min1sec,18,330,-6.346,15.826
0min1sec,18,340,-6.243,15.831
0min1sec,18,350,-6.377,15.829
0min1sec,18,360,-6.015,15.817
0min1sec,18,370,-5.793,15.807
0min1sec,18,380,-5.338,15.793
0min1sec,18,390,-5.253,15.796
0min1sec,18,400,-5.343,15.796
0min1sec,18,410,-5.403,15.805
0min1sec,18,420,-5.223,15.799
0min1sec,18,430,-5.203,15.798
0min1sec,18,440,-5.056,15.792
0min1sec,18,450,-4.918,15.793
0min1sec,18,460,-4.860,15.793
0min1sec,18,470,-4.771,15.787
0min1sec,18,480,-4.617,15.783
0min1sec,18,490,-4.588,15.780
0min1sec,18,500,-4.542,15.776
0min1sec,18,510,-4.514,15.783
0min1sec,18,520,-4.398,15.782
0min1sec,18,530,-4.303,15.776
0min1sec,18,540,-4.222,15.776
0min1sec,18,550,-4.154,15.776
0min1sec,18,560,-4.099,15.775
0min1sec,18,570,-3.993,15.772
0min1sec,18,580,-3.955,15.771
0min1sec,18,590,-3.923,15.768
0min1sec,18,600,-3.962,15.769
0min1sec,18,610,-3.939,15.767
0min1sec,18,620,-3.901,15.765
0min14sec,19,0,12.285,14.730
0min1sec,19,10,-3.880,15.665
0min1sec,19,20,-4.793,15.685
0min1sec,19,30,-3.427,15.625
0min1sec,19,40,-2.455,15.669
0min1sec,19,50,-2.661,15.642
0min1sec,19,60,-2.384,15.645
0min1sec,19,70,-2.283,15.683
0min1sec,19,80,-2.414,15.715
0min1sec,19,90,-2.302,15.717
0min1sec,19,100,-2.190,15.708
0min1sec,19,110,-2.119,15.705
0min1sec,19,120,-1.356,15.649
0min1sec,19,130,-1.185,15.633
0min1sec,19,140,-1.166,15.648
0min1sec,19,150,-1.380,15.663
0min1sec,19,160,-1.356,15.662
0min1sec,19,170,-1.448,15.680
0min1sec,19,180,-1.415,15.662
0min1sec,19,190,-1.275,15.656
0min1sec,19,200,-1.244,15.649
0min1sec,19,210,-1.169,15.644
0min1sec,19,220,-1.138,15.643
0min1sec,19,230,-1.236,15.637
0min1sec,19,240,-1.242,15.647
0min1sec,19,250,-1.221,15.666
0min1sec,19,260,-1.121,15.657
0min1sec,19,270,-1.241,15.664
0min1sec,19,280,-1.352,15.685
0min1sec,19,290,-1.222,15.677
0min1sec,19,300,-1.171,15.672
0min1sec,19,310,-1.126,15.671
0min1sec,19,320,-1.187,15.670
0min1sec,19,330,-1.188,15.670
0min1sec,19,340,-1.110,15.672
0min1sec,19,350,-1.150,15.673
0min1sec,19,360,-1.072,15.672
0min1sec,19,370,-1.015,15.677
0min1sec,19,380,-1.001,15.680
0min1sec,19,390,-1.053,15.687
0min1sec,19,400,-1.030,15.682
0min1sec,19,410,-1.004,15.678
0min1sec,19,420,-0.958,15.677
0min1sec,19,430,-0.939,15.676
0min1sec,19,440,-1.006,15.677
0min1sec,19,450,-0.958,15.678
0min1sec,19,460,-1.022,15.684
0min1sec,19,470,-1.148,15.692
0min1sec,19,480,-1.110,15.691
0min1sec,19,490,-1.354,15.705
0min1sec,19,500,-1.661,15.720
0min1sec,19,510,-1.963,15.739
0min1sec,19,520,-2.224,15.758
0min1sec,19,530,-2.541,15.778
0min1sec,19,540,-2.636,15.789
0min1sec,19,550,-2.693,15.803
0min1sec,19,560,-2.801,15.810
0min1sec,19,570,-2.833,15.817
0min1sec,19,580,-2.911,15.821
0min1sec,19,590,-2.897,15.816
0min1sec,19,600,-2.959,15.823
0min1sec,19,610,-3.038,15.830
0min1sec,19,620,-3.085,15.831
